,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,29.878971099853516,34.75761413574219,-1.0,41.80485534667969,-1.0,30.46023178100586,-1.0,-1.0,14.16299057006836,-1.0,-1.0,-1.0,17.352964401245117,35.44855880737305,8.47166633605957,45.94154739379883,6.246103286743164,15.641412734985352,-1.0,54.947425842285156,6.7648210525512695,-1.0,14.219700813293457,-1.0,12.727775573730469,45.84012985229492,-1.0,22.19179916381836,-1.0,12.609612464904785,-1.0,28.358491897583008
1,27.372325897216797,32.01606750488281,-1.0,37.94417190551758,-1.0,27.877384185791016,-1.0,-1.0,11.389375686645508,-1.0,-1.0,-1.0,16.307762145996094,32.7003059387207,8.965805053710938,42.144691467285156,6.673951625823975,13.31390380859375,-1.0,49.65196228027344,6.766887187957764,-1.0,11.654630661010742,-1.0,10.925304412841797,41.19063949584961,-1.0,20.536998748779297,-1.0,10.86996841430664,-1.0,25.610490798950195
2,21.500505447387695,23.677522659301758,-0.9999998807907104,28.114622116088867,-0.9999999403953552,20.72831153869629,-0.9999998807907104,-1.0,4.488039016723633,-0.9999999403953552,-0.999998927116394,-1.0,14.283369064331055,24.541242599487305,9.894756317138672,31.979827880859375,6.869400501251221,6.5291666984558105,-0.9999998211860657,37.01520538330078,7.093076229095459,-1.0,5.412879943847656,-0.9999998807907104,6.614588737487793,30.421485900878906,-0.9999997019767761,16.796558380126953,-0.9999997615814209,5.4891462326049805,-0.9999997615814209,19.41802978515625
3,20.599346160888672,23.760671615600586,-0.9999998807907104,28.11602783203125,-0.9999999403953552,21.011940002441406,-0.9999998807907104,-1.0,4.801306247711182,-0.9999998807907104,-0.9999988675117493,-1.0,14.72244930267334,24.029781341552734,10.021007537841797,31.71747589111328,7.449631690979004,6.046499252319336,-0.9999997019767761,37.15153121948242,6.629885196685791,-1.0,5.170588493347168,-0.9999998211860657,6.188605785369873,29.374860763549805,-0.9999995827674866,16.730623245239258,-0.9999998211860657,5.2273712158203125,-0.999999463558197,19.28374481201172
4,20.784500122070312,22.22470474243164,-0.9999997615814209,26.91432762145996,-0.9999999403953552,19.89552116394043,-0.9999996423721313,-1.0,4.082958221435547,-0.9999997615814209,-0.9999969005584717,-1.0,14.54075813293457,22.899505615234375,10.351588249206543,30.714181900024414,6.883820056915283,5.188856601715088,-0.9999996423721313,35.574310302734375,6.280762195587158,-0.9999999403953552,4.615174293518066,-0.9999995231628418,5.453438758850098,28.54917335510254,-0.9999992251396179,15.964771270751953,-0.9999994039535522,4.870214462280273,-0.9999989867210388,18.561513900756836
5,28.446165084838867,31.835479736328125,-1.0,39.19021987915039,-1.0,28.757457733154297,-1.0,-1.0,12.329148292541504,-1.0,-1.0,-1.0,16.78555679321289,32.66096496582031,8.928389549255371,43.28498458862305,5.98783016204834,13.404043197631836,-1.0,51.207950592041016,6.331751823425293,-1.0,12.43941879272461,-1.0,11.199625968933105,41.45946502685547,-1.0,20.5949764251709,-1.0,10.764665603637695,-1.0,26.424596786499023
6,27.416988372802734,30.93644142150879,-1.0,38.699440002441406,-1.0,27.748191833496094,-1.0,-1.0,11.677298545837402,-1.0,-1.0,-1.0,16.65616798400879,32.40938949584961,8.947494506835938,42.07310485839844,5.722788333892822,13.113256454467773,-1.0,50.37443161010742,6.912835597991943,-1.0,11.820467948913574,-1.0,10.430005073547363,40.93000793457031,-1.0,20.73335838317871,-1.0,10.430265426635742,-1.0,25.366552352905273
7,27.719953536987305,31.703073501586914,-1.0,38.595699310302734,-1.0,28.071889877319336,-1.0,-1.0,11.45987606048584,-1.0,-1.0,-1.0,16.37102508544922,32.455322265625,8.546298027038574,42.29111862182617,6.390653610229492,12.871170043945312,-1.0,50.28593063354492,6.213339328765869,-1.0,11.778092384338379,-1.0,10.415663719177246,40.89031219482422,-1.0,20.57672882080078,-1.0,10.47697925567627,-1.0,25.97634506225586
8,33.11766052246094,37.91889572143555,-1.0,46.90259552001953,-1.0,34.28323745727539,-1.0,-1.0,16.94230842590332,-1.0,-1.0,-1.0,17.882688522338867,39.25028991699219,7.469730854034424,50.533084869384766,5.746782302856445,18.431764602661133,-1.0,61.18585205078125,6.779703140258789,-1.0,17.378612518310547,-1.0,14.449769020080566,50.541709899902344,-1.0,23.89068603515625,-1.0,15.038928985595703,-1.0,31.166433334350586
9,33.031375885009766,38.72417068481445,-1.0,48.27985763549805,-1.0,35.062496185302734,-1.0,-1.0,18.79599952697754,-1.0,-1.0,-1.0,19.656085968017578,39.628570556640625,7.961067199707031,51.6641960144043,6.015196800231934,19.011734008789062,-1.0,63.33888244628906,5.8032965660095215,-1.0,17.640783309936523,-1.0,14.711496353149414,51.00484848022461,-1.0,24.005231857299805,-1.0,15.417648315429688,-1.0,31.487144470214844
